Gene,Description,Case PTV,Control PTV,Case Missense (MPC ≥ 3),Control Missense (MPC ≥ 3),Case Missense (2 ≤ MPC < 3),Control Missense (2 ≤ MPC < 3),De novo PTV,De Novo Missense (MPC ≥ 3),De Novo Missense (2 ≤ MPC < 3),P meta,Q meta,OR (Class I),OR (Class II)
ENSG00000129473,BCL2 like 2,1,2,0,0,1,6,,,,0.495,1,2.01,0.669
ENSG00000131941,rhophilin Rho GTPase binding protein 2,5,28,0,0,0,0,,,,0.495,1,0.717,
ENSG00000134323,"MYCN proto-oncogene, bHLH transcription factor",1,2,0,0,4,26,,,,0.495,1,2.01,0.617
ENSG00000140057,adenylate kinase 7,12,39,0,0,0,0,,,,0.495,1,1.24,
ENSG00000140988,ribosomal protein S2,1,2,0,0,0,6,,,,0.495,1,2.01,0
ENSG00000149357,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1",1,1,0,0,0,0,,,,0.495,1,4.01,
ENSG00000156675,RAB11 family interacting protein 1,10,34,0,0,2,0,,,,0.495,1,1.18,Infinity
ENSG00000164530,peptidase inhibitor 16,7,18,0,0,0,0,,,,0.495,1,1.56,
ENSG00000168539,cholinergic receptor muscarinic 1,1,1,0,0,4,22,,,,0.495,1,4.01,0.73
ENSG00000171126,potassium voltage-gated channel modifier subfamily G member 3,1,1,0,0,7,28,,,,0.495,1,4.01,1.15
ENSG00000173334,tribbles pseudokinase 1,1,2,0,0,0,0,,,,0.495,1,2.01,
ENSG00000173890,G protein-coupled receptor 160,3,23,0,0,0,0,,,,0.495,1,0.523,
ENSG00000174939,aspartate beta-hydroxylase domain containing 1,3,10,0,0,2,0,,,,0.495,1,1.2,Infinity
ENSG00000179295,protein tyrosine phosphatase non-receptor type 11,1,1,0,0,6,30,,,,0.495,1,4.01,0.803
ENSG00000182931,WAP four-disulfide core domain 10B,1,2,0,0,0,0,,,,0.495,1,2.01,
ENSG00000183072,NK2 homeobox 5,1,2,0,0,0,0,,,,0.495,1,2.01,
ENSG00000185883,ATPase H+ transporting V0 subunit c,,,,,1,8,,,,0.495,1,4.01,0.502
ENSG00000185909,kelch domain containing 8B,4,10,0,0,0,0,,,,0.495,1,1.61,
ENSG00000186160,cytochrome P450 family 4 subfamily Z member 1,10,35,0,1,5,36,,,,0.495,1,1.11,0.557
ENSG00000186479,regulator of G protein signaling 7 binding protein,1,1,0,0,0,0,,,,0.495,1,4.01,
ENSG00000186591,ubiquitin conjugating enzyme E2 H,0,1,1,0,0,1,,,,0.495,1,4.01,0
ENSG00000196821,inflammation and lipid regulator with UBA-like and NBR1-like domains,1,1,0,0,2,31,,,,0.495,1,4.01,0.259
ENSG00000198346,zinc finger protein 813,11,33,1,3,1,9,,,,0.495,1,1.34,0.446
ENSG00000198791,CCR4-NOT transcription complex subunit 7,1,1,0,0,0,2,,,,0.495,1,4.01,0
ENSG00000242221,pregnancy specific beta-1-glycoprotein 2,9,36,0,0,0,0,,,,0.495,1,1,
ENSG00000249471,zinc finger protein 324B,4,25,0,0,10,30,,,,0.495,1,0.642,1.34
ENSG00000255713,olfactory receptor family 4 subfamily D member 2,4,11,0,0,0,0,,,,0.495,1,1.46,
ENSG00000255837,taste 2 receptor member 20,3,22,0,0,0,0,,,,0.495,1,0.547,
ENSG00000271321,CTAGE family member 6,3,7,0,0,0,0,,,,0.495,1,1.72,
ENSG00000066379,RNA polymerase I subunit H,1,3,0,0,0,0,,,,0.496,1,1.34,
ENSG00000070423,ring finger protein 126,1,1,0,0,0,0,,,,0.496,1,4.01,
ENSG00000082175,progesterone receptor,4,10,0,0,0,0,,,,0.496,1,1.61,
ENSG00000101282,R-spondin 4,2,11,0,0,0,0,,,,0.496,1,0.73,
ENSG00000114251,Wnt family member 5A,1,1,0,0,0,1,,,,0.496,1,4.01,0
ENSG00000119760,"SPT7 like, STAGA complex subunit gamma",4,12,0,0,0,0,,,,0.496,1,1.34,
ENSG00000124275,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,14,46,0,0,0,0,,,,0.496,1,1.22,
ENSG00000131791,protein kinase AMP-activated non-catalytic subunit beta 2,1,2,0,0,1,0,,,,0.496,1,2.01,Infinity
ENSG00000134539,killer cell lectin like receptor D1,5,12,0,0,0,0,,,,0.496,1,1.67,
ENSG00000163599,cytotoxic T-lymphocyte associated protein 4,1,1,0,0,0,0,,,,0.496,1,4.01,
ENSG00000165698,sperm acrosome associated 9,4,27,0,0,0,0,,,,0.496,1,0.595,
ENSG00000166501,protein kinase C beta,1,3,0,0,9,45,,,,0.496,1,1.34,0.892
ENSG00000171700,regulator of G protein signaling 19,1,1,0,0,0,0,,,,0.496,1,4.01,
ENSG00000174669,solute carrier family 29 member 2,4,27,0,0,0,0,,,,0.496,1,0.595,
ENSG00000176438,spectrin repeat containing nuclear envelope family member 3,14,47,0,0,0,0,,,,0.496,1,1.2,
ENSG00000196323,zinc finger and BTB domain containing 44,1,1,0,0,0,0,,,,0.496,1,4.01,
ENSG00000196860,translocase of outer mitochondrial membrane 20 like,3,8,0,0,0,0,,,,0.496,1,1.51,
ENSG00000198685,long intergenic non-protein coding RNA 1565,1,2,0,0,0,0,,,,0.496,1,2.01,
ENSG00000055950,mitochondrial ribosomal protein L43,3,19,0,0,0,10,,,,0.497,1,0.634,0
ENSG00000077327,sperm associated antigen 6,7,24,0,0,0,0,,,,0.497,1,1.17,
ENSG00000108379,Wnt family member 3,1,2,0,1,10,45,,,,0.497,1,1.34,0.892
ENSG00000108947,ephrin B3,1,3,0,0,0,0,,,,0.497,1,1.34,
ENSG00000111880,"RNA guanylyltransferase and 5'-phosphatase",2,13,3,0,0,6,,,,0.497,1,1.54,0
ENSG00000113558,S-phase kinase associated protein 1,0,3,1,0,2,3,,,,0.497,1,1.34,2.68
ENSG00000123104,"inositol 1,4,5-trisphosphate receptor type 2",25,85,0,0,8,54,,,,0.497,1,1.18,0.594
ENSG00000125851,proprotein convertase subtilisin/kexin type 2,1,2,0,0,20,74,,,,0.497,1,2.01,1.08
ENSG00000135953,major facilitator superfamily domain containing 9,3,23,0,0,0,0,,,,0.497,1,0.523,
ENSG00000136040,plexin C1,3,21,1,2,6,49,,,,0.497,1,0.698,0.491
ENSG00000143409,MINDY lysine 48 deubiquitinase 1,10,30,0,0,0,0,,,,0.497,1,1.34,
ENSG00000155621,chromosome 9 open reading frame 85,6,14,0,0,0,0,,,,0.497,1,1.72,
ENSG00000172426,radial spoke head component 9,3,19,0,0,1,15,,,,0.497,1,0.634,0.268
ENSG00000186952,transmembrane protein 232,5,3,0,0,0,0,,,,0.497,1,6.69,
ENSG00000107821,Kazal type serine peptidase inhibitor domain 1,1,12,0,0,0,0,,,,0.498,1,0.334,
ENSG00000122335,serine active site containing 1,6,31,0,0,0,0,,,,0.498,1,0.777,
ENSG00000124159,matrilin 4,4,22,0,0,0,0,,,,0.498,1,0.73,
ENSG00000144182,lipoyltransferase 1,4,26,0,0,0,0,,,,0.498,1,0.617,
ENSG00000145012,LIM domain containing preferred translocation partner in lipoma,4,22,0,0,0,0,,,,0.498,1,0.73,
ENSG00000145309,"calcium binding protein, spermatid associated 1",5,11,0,0,0,0,,,,0.498,1,1.82,
ENSG00000152578,glutamate ionotropic receptor AMPA type subunit 4,6,18,0,0,18,70,,,,0.498,1,1.34,1.03
ENSG00000157540,dual specificity tyrosine phosphorylation regulated kinase 1A,1,3,0,0,10,34,,,,0.498,1,1.34,1.18
ENSG00000165091,transmembrane channel like 1,11,60,0,0,0,0,,,,0.498,1,0.736,
ENSG00000166579,nudE neurodevelopment protein 1 like 1,0,7,0,0,0,0,,,,0.498,1,0,
ENSG00000196419,X-ray repair cross complementing 6,2,5,0,0,5,9,,,,0.498,1,1.61,2.23
ENSG00000215454,keratin associated protein 10-4,7,20,0,0,0,0,,,,0.498,1,1.4,
ENSG00000079974,"RAB, member of RAS oncogene family like 2B",1,12,0,0,0,0,,,,0.499,1,0.334,
ENSG00000102900,nucleoporin 93,5,29,0,0,0,0,,,,0.499,1,0.692,
ENSG00000120533,ENY2 transcription and export complex 2 subunit,1,2,0,0,1,3,,,,0.499,1,2.01,1.34
ENSG00000124198,ADP ribosylation factor guanine nucleotide exchange factor 2,7,24,0,0,0,0,,,,0.499,1,1.17,
ENSG00000148926,adrenomedullin,2,6,0,0,0,0,,,,0.499,1,1.34,
ENSG00000156873,phosphorylase kinase catalytic subunit gamma 2,4,11,0,0,0,0,,,,0.499,1,1.46,
ENSG00000162302,ribosomal protein S6 kinase A4,2,7,0,0,9,26,,,,0.499,1,1.15,1.39
ENSG00000166848,TERF2 interacting protein,3,9,0,0,2,1,,,,0.499,1,1.34,8.03
ENSG00000168297,PX domain containing serine/threonine kinase like,2,18,0,0,0,0,,,,0.499,1,0.446,
ENSG00000170848,pregnancy specific beta-1-glycoprotein 6,10,31,0,0,0,0,,,,0.499,1,1.29,
ENSG00000171827,zinc finger protein 570,8,25,0,0,0,0,,,,0.499,1,1.28,
ENSG00000182858,"ALG12 alpha-1,6-mannosyltransferase",5,30,0,0,0,0,,,,0.499,1,0.669,
ENSG00000186010,NADH:ubiquinone oxidoreductase subunit A13,6,15,0,0,0,0,,,,0.499,1,1.61,
ENSG00000196678,ERI1 exoribonuclease family member 2,5,31,0,0,0,0,,,,0.499,1,0.647,
ENSG00000004975,dishevelled segment polarity protein 2,4,11,0,0,0,0,,,,0.5,1,1.46,
ENSG00000071246,vasohibin 1,4,10,0,0,0,1,,,,0.5,1,1.61,0
ENSG00000106012,IQ motif containing E,21,71,0,0,0,0,,,,0.5,1,1.19,
ENSG00000117153,kelch like family member 12,3,10,0,0,3,10,,,,0.5,1,1.2,1.2
ENSG00000121380,BCL2 like 14,3,26,0,0,0,0,,,,0.5,1,0.463,
ENSG00000124783,signal sequence receptor subunit 1,2,4,0,0,0,0,,,,0.5,1,2.01,
ENSG00000125731,SH2 domain containing 3A,8,22,0,0,0,0,,,,0.5,1,1.46,
ENSG00000143851,protein tyrosine phosphatase non-receptor type 7,9,22,0,0,0,0,,,,0.5,1,1.64,
ENSG00000152404,CWF19 like cell cycle control factor 2,10,29,0,0,0,0,,,,0.5,1,1.38,
ENSG00000169583,chloride intracellular channel 3,4,11,0,0,0,0,,,,0.5,1,1.46,
ENSG00000170647,,2,4,0,0,0,0,,,,0.5,1,2.01,
ENSG00000173212,mab-21 like 3,4,12,0,0,0,0,,,,0.5,1,1.34,
ENSG00000179142,cytochrome P450 family 11 subfamily B member 2,12,35,0,0,0,0,,,,0.5,1,1.38,
ENSG00000185100,adenylosuccinate synthase 1,8,24,0,0,0,0,,,,0.5,1,1.34,
ENSG00000186204,cytochrome P450 family 4 subfamily F member 12,8,41,0,0,0,0,,,,0.5,1,0.783,
ENSG00000187672,ELKS/RAB6-interacting/CAST family member 2,1,14,0,0,0,0,,,,0.5,1,0.287,
ENSG00000189190,zinc finger protein 600,14,43,0,0,0,0,,,,0.5,1,1.31,
ENSG00000214944,Rho guanine nucleotide exchange factor 28,21,70,0,0,0,0,,,,0.5,1,1.2,
ENSG00000079112,cadherin 17,14,49,0,0,0,0,,,,0.501,1,1.15,
ENSG00000102076,"opsin 1, long wave sensitive",2,3,0,0,2,7,,,,0.501,1,2.68,1.15
ENSG00000135960,ectodysplasin A receptor,5,15,0,0,0,0,,,,0.501,1,1.34,
ENSG00000136824,structural maintenance of chromosomes 2,5,23,0,0,0,0,,,,0.501,1,0.872,
ENSG00000151364,potassium channel tetramerization domain containing 14,5,12,0,0,0,0,,,,0.501,1,1.67,
ENSG00000158428,ciliogenesis associated TTC17 interacting protein,10,31,0,0,0,0,,,,0.501,1,1.29,
ENSG00000167325,ribonucleotide reductase catalytic subunit M1,1,2,1,7,0,14,,,,0.501,1,0.892,0
ENSG00000167748,kallikrein 1,4,12,0,0,0,0,,,,0.501,1,1.34,
ENSG00000168356,sodium voltage-gated channel alpha subunit 11,18,88,0,0,0,0,,,,0.501,1,0.821,
ENSG00000170835,carboxyl ester lipase,11,50,6,7,0,8,,,,0.501,1,1.2,0
ENSG00000171320,establishment of sister chromatid cohesion N-acetyltransferase 2,4,28,0,0,0,0,,,,0.501,1,0.573,
ENSG00000188522,family with sequence similarity 83 member G,8,27,0,0,2,2,,,,0.501,1,1.19,4.01
ENSG00000108604,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2",5,11,0,0,0,0,,,,0.502,1,1.82,
ENSG00000116906,glyceronephosphate O-acyltransferase,4,11,0,0,0,0,,,,0.502,1,1.46,
ENSG00000120057,secreted frizzled related protein 5,4,11,0,0,0,0,,,,0.502,1,1.46,
ENSG00000124102,peptidase inhibitor 3,2,4,0,0,0,0,,,,0.502,1,2.01,
ENSG00000127418,fibroblast growth factor receptor like 1,2,4,0,0,0,0,,,,0.502,1,2.01,
ENSG00000133110,periostin,9,31,0,0,0,0,,,,0.502,1,1.17,
ENSG00000137558,peptidase inhibitor 15,1,7,0,0,0,0,,,,0.502,1,0.573,
ENSG00000141441,GRB2 associated regulator of MAPK1 subtype 1,3,8,0,0,0,0,,,,0.502,1,1.51,
ENSG00000143398,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha,7,23,0,0,9,18,,,,0.502,1,1.22,2.01
ENSG00000147059,spindlin family member 2A,0,1,0,7,5,19,,,,0.502,1,0,1.06
ENSG00000148600,cadherin related family member 1,10,52,0,0,0,0,,,,0.502,1,0.772,
ENSG00000161958,fibroblast growth factor 11,3,13,0,0,0,0,,,,0.502,1,0.926,
ENSG00000162843,WD repeat domain 64,10,56,0,0,0,0,,,,0.502,1,0.717,
ENSG00000170180,glycophorin A (MNS blood group),4,13,0,0,0,0,,,,0.502,1,1.23,
ENSG00000171053,prostate and testis expressed 1,4,12,0,0,0,0,,,,0.502,1,1.34,
ENSG00000175567,uncoupling protein 2,9,29,0,0,0,0,,,,0.502,1,1.25,
ENSG00000188343,CBY1 interacting BAR domain containing 1,3,18,0,0,0,0,,,,0.502,1,0.669,
ENSG00000213096,zinc finger protein 254,22,76,0,0,0,0,,,,0.502,1,1.16,
ENSG00000003056,"mannose-6-phosphate receptor, cation dependent",5,13,0,0,0,0,,,,0.503,1,1.54,
ENSG00000077380,dynein cytoplasmic 1 intermediate chain 2,6,17,0,0,0,0,,,,0.503,1,1.42,
ENSG00000100568,vesicle transport through interaction with t-SNAREs 1B,4,10,0,0,0,0,,,,0.503,1,1.61,
ENSG00000110536,protein tyrosine phosphatase mitochondrial 1,4,11,0,0,0,0,,,,0.503,1,1.46,
ENSG00000122203,KIAA1191,7,19,0,0,0,0,,,,0.503,1,1.48,
ENSG00000135604,syntaxin 11,3,18,0,0,0,0,,,,0.503,1,0.669,
ENSG00000152591,dentin sialophosphoprotein,4,29,0,0,0,0,,,,0.503,1,0.554,
ENSG00000162543,UBX domain protein 10,3,4,0,0,0,0,,,,0.503,1,3.01,
ENSG00000163406,solute carrier family 15 member 2,11,39,0,0,0,0,,,,0.503,1,1.13,
ENSG00000163492,coiled-coil domain containing 141,19,49,0,0,0,0,,,,0.503,1,1.56,
ENSG00000167910,cytochrome P450 family 7 subfamily A member 1,8,22,0,0,0,0,,,,0.503,1,1.46,
ENSG00000170445,histidyl-tRNA synthetase 1,3,22,0,0,0,0,,,,0.503,1,0.547,
ENSG00000179055,olfactory receptor family 13 subfamily D member 1,1,11,0,0,0,0,,,,0.503,1,0.365,
ENSG00000213903,leukotriene B4 receptor,0,6,0,0,3,27,,,,0.503,1,0,0.446
ENSG00000214087,ADP ribosylation factor like GTPase 16,3,12,0,0,0,0,,,,0.503,1,1,
ENSG00000227184,,25,90,0,0,0,0,,,,0.503,1,1.12,
ENSG00000083457,integrin subunit alpha E,18,62,0,0,0,0,,,,0.504,1,1.17,
ENSG00000090470,programmed cell death 7,3,18,0,0,0,0,,,,0.504,1,0.669,
ENSG00000116218,"NPHS2 stomatin family member, podocin",4,26,0,0,0,0,,,,0.504,1,0.617,
ENSG00000132017,DDB1 and CUL4 associated factor 15,1,11,0,0,7,28,,,,0.504,1,0.365,1
ENSG00000136286,myosin IG,12,37,0,0,0,0,,,,0.504,1,1.3,
ENSG00000141252,VPS53 subunit of GARP complex,5,32,0,0,0,0,,,,0.504,1,0.627,
ENSG00000156395,sortilin related VPS10 domain containing receptor 3,7,21,0,0,0,0,,,,0.504,1,1.34,
ENSG00000157103,solute carrier family 6 member 1,0,1,0,0,15,21,,,,0.504,1,0,3.06
ENSG00000163516,ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1,18,93,0,0,0,0,,,,0.504,1,0.777,
ENSG00000166922,secretogranin V,6,21,0,0,0,0,,,,0.504,1,1.15,
ENSG00000198934,MAGE family member E1,2,4,0,0,0,0,,,,0.504,1,2.01,
ENSG00000014123,UFM1 specific ligase 1,9,49,0,0,0,0,,,,0.505,1,0.737,
ENSG00000049167,"ERCC excision repair 8, CSA ubiquitin ligase complex subunit",6,29,0,0,0,0,,,,0.505,1,0.83,
ENSG00000072121,zinc finger FYVE-type containing 26,25,83,0,0,0,0,,,,0.505,1,1.21,
ENSG00000102921,NEDD4 binding protein 1,1,11,0,0,0,0,,,,0.505,1,0.365,
ENSG00000105202,fibrillarin,2,2,0,0,0,0,,,,0.505,1,4.01,
ENSG00000110900,tetraspanin 11,4,12,0,0,0,0,,,,0.505,1,1.34,
ENSG00000112462,olfactory receptor family 12 subfamily D member 3,4,12,0,0,0,0,,,,0.505,1,1.34,
ENSG00000170027,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma,0,1,1,1,7,14,,,,0.505,1,2.01,2.01
ENSG00000179603,glutamate metabotropic receptor 8,3,21,0,0,0,0,,,,0.505,1,0.573,
ENSG00000180185,fumarylacetoacetate hydrolase domain containing 1,6,17,0,0,0,0,,,,0.505,1,1.42,
ENSG00000184702,septin 5,0,4,0,0,5,67,,,,0.505,1,0,0.299
ENSG00000085831,tetratricopeptide repeat domain 39A,4,13,0,0,0,0,,,,0.506,1,1.23,
ENSG00000104517,ubiquitin protein ligase E3 component n-recognin 5,3,6,0,1,18,95,,,,0.506,1,1.72,0.76
ENSG00000106443,PHD finger protein 14,4,12,0,0,2,7,,,,0.506,1,1.34,1.15
ENSG00000120094,homeobox B1,0,7,0,0,0,0,,,,0.506,1,0,
ENSG00000124356,STAM binding protein,2,14,0,0,0,0,,,,0.506,1,0.573,
ENSG00000128000,zinc finger protein 780B,12,37,0,0,0,0,,,,0.506,1,1.3,
ENSG00000132164,solute carrier family 6 member 11,4,11,0,0,0,6,,,,0.506,1,1.46,0
ENSG00000136715,Sin3A associated protein 130,2,10,0,1,9,19,,,,0.506,1,0.73,1.9
ENSG00000150551,LY6/PLAUR domain containing 1,4,11,0,0,0,0,,,,0.506,1,1.46,
ENSG00000161180,coiled-coil domain containing 116,10,31,0,0,0,0,,,,0.506,1,1.29,
ENSG00000171617,ectodermal-neural cortex 1,0,7,0,0,11,50,,,,0.506,1,0,0.883
ENSG00000172116,CD8b molecule,0,8,0,0,0,0,,,,0.506,1,0,
ENSG00000172183,interferon stimulated exonuclease gene 20,3,8,0,0,0,0,,,,0.506,1,1.51,
ENSG00000178538,carbonic anhydrase 8,4,11,0,0,0,0,,,,0.506,1,1.46,
ENSG00000182986,zinc finger protein 320,3,12,0,2,0,0,,,,0.506,1,0.86,
ENSG00000185002,regulatory factor X6,4,26,0,0,0,0,,,,0.506,1,0.617,
ENSG00000185808,phosphatidylinositol glycan anchor biosynthesis class P,3,22,0,0,0,0,,,,0.506,1,0.547,
ENSG00000196946,zinc finger protein 705A,4,10,0,3,9,38,,,,0.506,1,1.23,0.951
ENSG00000197134,zinc finger protein 257,10,28,0,0,0,0,,,,0.506,1,1.43,
ENSG00000255221,caspase recruitment domain family member 17,4,10,0,0,0,0,,,,0.506,1,1.61,
ENSG00000054983,galactosylceramidase,16,50,0,0,0,0,,,,0.507,1,1.28,
ENSG00000100078,phospholipase A2 group III,5,32,0,0,0,0,,,,0.507,1,0.627,
ENSG00000113638,tetratricopeptide repeat domain 33,5,16,0,0,0,0,,,,0.507,1,1.25,
ENSG00000116984,5-methyltetrahydrofolate-homocysteine methyltransferase,11,61,0,0,0,0,,,,0.507,1,0.724,
ENSG00000118655,DNA cross-link repair 1B,2,17,0,0,0,0,,,,0.507,1,0.472,
ENSG00000130254,scaffold attachment factor B2,2,11,0,0,0,0,,,,0.507,1,0.73,
ENSG00000134899,"ERCC excision repair 5, endonuclease",18,61,0,0,0,0,,,,0.507,1,1.18,
ENSG00000168306,acyl-CoA oxidase 2,11,44,0,0,0,0,,,,0.507,1,1,
ENSG00000179520,solute carrier family 17 member 8,4,23,0,0,0,0,,,,0.507,1,0.698,
ENSG00000180871,C-X-C motif chemokine receptor 2,0,8,0,0,0,0,,,,0.507,1,0,
ENSG00000189195,BTB domain containing 8,5,24,0,0,0,0,,,,0.507,1,0.836,
ENSG00000197852,inka box actin regulator 2,4,26,0,0,0,0,,,,0.507,1,0.617,
ENSG00000198837,DENN domain containing 4B,1,12,0,0,3,10,,,,0.507,1,0.334,1.2
ENSG00000006114,,6,14,0,0,0,0,,,,0.508,1,1.72,
ENSG00000065057,nth like DNA glycosylase 1,5,26,0,0,0,0,,,,0.508,1,0.772,
ENSG00000071626,DAZ associated protein 1,1,1,0,0,0,6,,,,0.508,1,4.01,0
ENSG00000095319,nucleoporin 188,16,52,0,0,0,0,,,,0.508,1,1.24,
ENSG00000115541,heat shock protein family E (Hsp10) member 1,1,1,0,0,0,3,,,,0.508,1,4.01,0
ENSG00000123609,N-myc and STAT interactor,7,24,0,0,0,0,,,,0.508,1,1.17,
ENSG00000123684,lysophosphatidylglycerol acyltransferase 1,1,1,0,0,0,1,,,,0.508,1,4.01,0
ENSG00000125967,N-terminal EF-hand calcium binding protein 3,2,17,0,0,0,0,,,,0.508,1,0.472,
ENSG00000136247,zinc finger DHHC-type palmitoyltransferase 4,9,29,0,0,0,0,,,,0.508,1,1.25,
ENSG00000140478,golgin A6 family member D,0,1,1,10,2,11,,,,0.508,1,0.365,0.73
ENSG00000143418,ceramide synthase 2,2,7,0,0,1,0,,,,0.508,1,1.15,Infinity
ENSG00000149292,tetratricopeptide repeat domain 12,11,34,0,0,0,0,,,,0.508,1,1.3,
ENSG00000155984,,1,1,0,0,1,4,,,,0.508,1,4.01,1
ENSG00000161664,ankyrin repeat and SOCS box containing 16,9,30,0,0,0,0,,,,0.508,1,1.2,
ENSG00000173614,nicotinamide nucleotide adenylyltransferase 1,4,9,0,0,0,0,,,,0.508,1,1.78,
ENSG00000177106,EPS8 like 2,4,12,0,0,0,0,,,,0.508,1,1.34,
ENSG00000101544,ADNP homeobox 2,6,17,0,0,0,0,,,,0.509,1,1.42,
ENSG00000133124,insulin receptor substrate 4,4,11,0,0,0,0,,,,0.509,1,1.46,
ENSG00000137259,,3,23,0,0,0,0,,,,0.509,1,0.523,
ENSG00000163141,BCL2 interacting protein like,8,28,0,0,0,0,,,,0.509,1,1.15,
ENSG00000164362,telomerase reverse transcriptase,1,6,0,0,8,41,,,,0.509,1,0.669,0.783
ENSG00000182854,olfactory receptor family 4 subfamily F member 15,4,11,0,0,0,0,,,,0.509,1,1.46,
ENSG00000187244,basal cell adhesion molecule (Lutheran blood group),5,31,0,0,0,0,,,,0.509,1,0.647,
ENSG00000197114,zinc finger CCCH-type and G-patch domain containing,7,21,0,0,0,0,,,,0.509,1,1.34,
ENSG00000198870,serine/threonine kinase like domain containing 1,7,40,0,0,0,0,,,,0.509,1,0.702,
ENSG00000243772,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3",3,12,2,4,5,8,,,,0.509,1,1.25,2.51
ENSG00000113312,tetratricopeptide repeat domain 1,3,22,0,0,0,0,,,,0.51,1,0.547,
ENSG00000126524,SBDS ribosome maturation factor,6,17,0,0,0,0,,,,0.51,1,1.42,
ENSG00000144476,atypical chemokine receptor 3,1,3,0,0,0,0,,,,0.51,1,1.34,
ENSG00000169717,actin related protein T2,4,9,0,0,0,0,,,,0.51,1,1.78,
ENSG00000171962,dynein regulatory complex subunit 3,4,28,0,0,0,0,,,,0.51,1,0.573,
ENSG00000173610,UDP glucuronosyltransferase family 2 member A1 complex locus,10,34,0,0,0,0,,,,0.51,1,1.18,
ENSG00000176542,upstream transcription factor family member 3,4,13,0,0,0,0,,,,0.51,1,1.23,
ENSG00000177476,olfactory receptor family 2 subfamily G member 3,1,11,0,0,0,0,,,,0.51,1,0.365,
ENSG00000178750,syntaxin 19,6,15,0,0,0,0,,,,0.51,1,1.61,
ENSG00000180090,olfactory receptor family 3 subfamily A member 1 (gene/pseudogene),2,15,0,0,0,0,,,,0.51,1,0.535,
ENSG00000183741,chromobox 6,1,1,1,7,1,0,,,,0.51,1,1,Infinity
ENSG00000188312,centromere protein P,2,13,0,0,0,0,,,,0.51,1,0.617,
ENSG00000204252,"major histocompatibility complex, class II, DO alpha",5,19,0,0,0,0,,,,0.51,1,1.06,
ENSG00000206536,olfactory receptor family 5 subfamily K member 3,4,27,0,0,0,0,,,,0.51,1,0.595,
ENSG00000213512,guanylate binding protein 7,12,41,0,0,0,0,,,,0.51,1,1.17,
ENSG00000072041,solute carrier family 6 member 15,5,13,0,0,0,0,,,,0.511,1,1.54,
ENSG00000105409,ATPase Na+/K+ transporting subunit alpha 3,0,8,6,12,23,75,,,,0.511,1,1.2,1.23
ENSG00000112041,TUB like protein 1,5,19,0,0,0,0,,,,0.511,1,1.06,
ENSG00000121931,ligand dependent nuclear receptor interacting factor 1,8,24,0,0,0,0,,,,0.511,1,1.34,
ENSG00000127249,ATPase 13A4,16,70,0,0,0,0,,,,0.511,1,0.917,
ENSG00000131725,WD repeat domain 44,1,4,0,0,5,20,,,,0.511,1,1,1
ENSG00000143373,zinc finger protein 687,5,11,0,0,0,0,,,,0.511,1,1.82,
ENSG00000148606,RNA polymerase III subunit A,20,68,0,0,0,0,,,,0.511,1,1.18,
ENSG00000154642,chromosome 21 open reading frame 91,2,17,0,0,0,0,,,,0.511,1,0.472,
ENSG00000167588,glycerol-3-phosphate dehydrogenase 1,5,30,0,0,0,0,,,,0.511,1,0.669,
ENSG00000170638,TraB domain containing,5,13,0,0,0,0,,,,0.511,1,1.54,
ENSG00000212993,POU class 5 homeobox 1B,2,18,0,0,0,0,,,,0.511,1,0.446,
ENSG00000237765,family with sequence similarity 200 member B,4,2,0,0,0,0,,,,0.511,1,8.03,
ENSG00000126952,nuclear RNA export factor 5,2,7,0,1,3,6,,,,0.512,1,1,2.01
ENSG00000144029,mitochondrial ribosomal protein S5,7,21,0,0,0,0,,,,0.512,1,1.34,
ENSG00000152133,G-patch domain containing 11,2,11,0,0,0,0,,,,0.512,1,0.73,
ENSG00000165802,NMDA receptor synaptonuclear signaling and neuronal migration factor,2,4,0,0,0,0,,,,0.512,1,2.01,
ENSG00000171202,transmembrane protein 126A,3,22,0,0,0,0,,,,0.512,1,0.547,
ENSG00000172543,cathepsin W,5,32,0,0,0,0,,,,0.512,1,0.627,
ENSG00000184162,nuclear receptor 2C2 associated protein,4,13,0,0,0,0,,,,0.512,1,1.23,
ENSG00000185267,cerebral dopamine neurotrophic factor,4,25,0,0,0,0,,,,0.512,1,0.642,
ENSG00000213563,chromosome 8 open reading frame 82,1,1,0,0,6,8,,,,0.512,1,4.01,3.01
ENSG00000065413,ankyrin repeat domain 44,1,3,0,0,0,0,,,,0.513,1,1.34,
ENSG00000077232,DnaJ heat shock protein family (Hsp40) member C10,16,52,0,0,0,0,,,,0.513,1,1.24,
ENSG00000112667,"2'-deoxynucleoside 5'-phosphate N-hydrolase 1",2,14,0,0,0,0,,,,0.513,1,0.573,
ENSG00000119608,prospero homeobox 2,9,25,0,0,0,0,,,,0.513,1,1.45,
